,head_label,tail_label,head_name,tail_name,ans
3889,EA3018,KB1117,輕薄雪紡微透豹紋排釦墊肩襯衫外套,KITTY露營系列~純棉大口袋腰鬆緊綁帶中長裙,not_fit
3890,EA3018,BA5945,輕薄雪紡微透豹紋排釦墊肩襯衫外套,復古毛呢格紋配色排釦短褲裙,not_fit
3891,EA3018,CA2133,輕薄雪紡微透豹紋排釦墊肩襯衫外套,簡約後鬆緊千鳥細格抓皺造型A字裙,fit
3892,EA3018,BA5872,輕薄雪紡微透豹紋排釦墊肩襯衫外套,視覺-5KG。高彈修身高腰收腹腰鬆緊牛仔窄管長褲,fit
3893,EA3018,BA5958,輕薄雪紡微透豹紋排釦墊肩襯衫外套,高含棉個性腰鬆緊造型腰頭縮口長褲,fit
3894,EA3018,BA5914,輕薄雪紡微透豹紋排釦墊肩襯衫外套,高含棉修身織紋腰鬆緊開衩寬長褲,not_fit
3895,EA3018,BA5922,輕薄雪紡微透豹紋排釦墊肩襯衫外套,高含棉牛仔修身高腰雙排釦收腹抽鬚落地直筒長褲,fit
3896,EA3018,BA5966,輕薄雪紡微透豹紋排釦墊肩襯衫外套,純色修身綁帶後鬆緊七分寬褲,fit
3897,EA3018,BA5952,輕薄雪紡微透豹紋排釦墊肩襯衫外套,高含棉口袋造型冬日純色調磨毛吊帶寬褲,not_fit
3898,EA3018,QA1162,輕薄雪紡微透豹紋排釦墊肩襯衫外套,親子系列~純棉縮腰吊帶褲/連身褲(2色),wrong
3899,EA3018,CA2166,輕薄雪紡微透豹紋排釦墊肩襯衫外套,假兩件．雙層格紋拼接網紗荷葉傘襬中長裙,not_fit
3900,EA3051,KS0730,質感俐落剪裁人字紋毛呢西裝背心,台灣製造．配色交叉腰頭微寬褲管運動褲,not_fit
3901,EA3051,BA5859,質感俐落剪裁人字紋毛呢西裝背心,立體剪裁抽繩鬆緊棉質丹寧/牛仔男友褲,not_fit
3902,EA3051,CA2250,質感俐落剪裁人字紋毛呢西裝背心,蕾絲拼接荷葉裙襬內刷毛A字魚尾裙,not_fit
3903,EA3051,BA5494,質感俐落剪裁人字紋毛呢西裝背心,高含棉率性軍裝風連身短褲(附綁帶),wrong
3904,EA3051,BA5978,質感俐落剪裁人字紋毛呢西裝背心,牛仔彈力修身造型腰頭後鬆緊男友長褲,wrong
3905,EA3051,MA0346,質感俐落剪裁人字紋毛呢西裝背心,魔術360~造型口袋純棉孕婦褲,wrong
3906,EA3051,CA2206,質感俐落剪裁人字紋毛呢西裝背心,質感光澤壓紋修身腰鬆緊傘擺長裙,wrong
3907,EA3051,BA5852,質感俐落剪裁人字紋毛呢西裝背心,高含棉牛仔高腰破壞落地直筒長褲,wrong
3908,EA3051,BA6022,質感俐落剪裁人字紋毛呢西裝背心,韓系高腰造型剪裁排釦設計刷色窄管牛仔褲,wrong
3909,EA3051,QA1159,質感俐落剪裁人字紋毛呢西裝背心,質感雙口袋高彈力純棉長褲,wrong
3910,EA3051,BA5915,質感俐落剪裁人字紋毛呢西裝背心,純色休閒彈力壓線窄管緊身長褲內搭褲,wrong
3911,EA3051,KS0731,質感俐落剪裁人字紋毛呢西裝背心,台灣製造．造型車縫撞色貼腿運動褲,wrong
3912,EA3051,BA5896,質感俐落剪裁人字紋毛呢西裝背心,高彈力牛仔雙排釦抽鬚緊身長褲,wrong
3913,EA3051,BA6035,質感俐落剪裁人字紋毛呢西裝背心,濃郁苦甜巧克力絨面光澤坑條寬褲,wrong
3914,EA3051,QA1173,質感俐落剪裁人字紋毛呢西裝背心,好穿好動百搭純色超彈力褲/長褲,wrong
3915,EA3051,CA2185,質感俐落剪裁人字紋毛呢西裝背心,質感紋理豹紋印花壓褶皺皺布後鬆緊中長裙,wrong
3916,EA3051,CA2249,質感俐落剪裁人字紋毛呢西裝背心,復古緹花刺繡暖感硬挺A字短裙,wrong
3917,EA3051,BA5910,質感俐落剪裁人字紋毛呢西裝背心,純色美型褲管打褶設計不易皺西裝長褲,wrong
3918,EA3051,CA2215,質感俐落剪裁人字紋毛呢西裝背心,純色細膩織紋暖感磨毛A字短裙,wrong
3919,EA3051,CA2099,質感俐落剪裁人字紋毛呢西裝背心,滿版花卉後鬆緊雪紡打褶A字裙,wrong
3920,FA2291,BA5865,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,高含棉復古時尚牛仔修身落地喇叭長褲,wrong
3921,FA2291,CA2169,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,質感不易皺造型排釦不對稱A字膝上褲裙,wrong
3922,FA2291,BA5866,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,純色高含棉修身立體打褶哈倫長褲,wrong
3923,FA2291,BA5969,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,質感不易皺修身造型排釦打褶長寬褲,wrong
3924,FA2291,BA5907,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,親子系列~高含棉縮腰抽繩吊帶褲/連身褲,wrong
3925,FA2291,BA5914,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,高含棉修身織紋腰鬆緊開衩寬長褲,wrong
3926,FA2291,BA6008,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,臧芮軒。配色條紋荷葉鬆緊腰毛紗寬褲,wrong
3927,FA2291,KB1113,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,KITTY露營系列~刷破水洗不收邊褲管丹寧印圖吊帶褲,wrong
3928,FA2291,KS0750,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,防潑水腰鬆緊後交叉褲口羅紋拼接運動長褲,wrong
3929,FA2291,KG0934,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,高含棉寬鬆舒適休閒水洗丹寧打褶直筒褲,wrong
3930,FA2291,CA2219,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,優雅層次配色腰鬆緊A字壓褶裙,wrong
3931,FA2291,BA6010,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,純色簡約質感毛呢直筒長寬褲,wrong
3932,FA2291,BA5825,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,高含棉牛仔修身高腰開衩短褲,wrong
3933,FA2291,CA2204,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,臧芮軒。質感滿版印花燈芯絨A字波浪傘襬中長裙,wrong
3934,FA2291,CA2231,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,學院文青風保暖磨毛不對稱排釦內裡褲百褶短裙,wrong
3935,FA2291,QA1153,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,純棉條紋口袋休閒牛仔褲,wrong
3936,FA2291,BA5917,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,高含棉．簡約直筒斜紋寬褲,wrong
3937,FA2291,BA5923,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,含棉牛仔修身高腰雙排釦收腹直筒長褲,wrong
3938,FA2291,BA5992,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,純色高含棉排釦腰鬆緊修飾車線哈倫長褲,wrong
3939,FA2291,BA5756,臧芮軒。圓領大小愛心包芯紗長版毛衣洋裝,知性簡約造型腰頭九分哈倫褲,wrong
3940,FA2300,BA5938,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,牛仔彈力造型高腰收腹割破不收邊緊身長褲,fit
3941,FA2300,BA5870,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,視覺-5KG。纖彈力腰頭加壓收腹修身窄管牛仔長褲,fit
3942,FA2300,FA2298,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,秋日溫暖細緻紋路鬆緊A字毛裙,not_fit
3943,FA2300,BA5842,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,輕薄舒爽麻質修身抽繩直筒長褲,fit
3944,FA2300,BA6033,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,保暖內磨毛收腹寬版剪接鬆緊腰頭彈力窄管褲,fit
3945,FA2300,CA2214,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,修身配色車線排釦內裡傘擺長裙,not_fit
3946,FA2300,KG0928,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,率性刷破牛仔窄管褲,fit
3947,FA2300,BA6011,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,純色挺版修身剪裁毛呢五分短褲(附皮帶小腰包),not_fit
3948,FA2300,BA5832,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,高含棉造型壓褶裝飾抽鬚牛仔長寬褲,not_fit
3949,FA2300,CA2088,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,高含棉．文藝暖色格紋綁帶造型後腰鬆緊A字圓裙,not_fit
3950,FA2300,CA2065,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,臧芮軒。滿版復古碎花撞色織帶蛋糕裙,not_fit
3951,FA2300,CA2223,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,保暖針織配色修身A字短裙,not_fit
3952,FA2300,BA6043,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,質感親膚條紋細緻彈性針織寬褲,not_fit
3953,FA2300,CA2189,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,質感柔軟A字傘襬波浪後開衩磨毛中長裙,fit
3954,FA2300,CA2247,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,優雅氣質花卉麂皮印花魚尾裙,not_fit
3955,FA2300,CA2123,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,臧芮軒。細緻蕾絲刺繡不規則拼接波浪魚尾短裙,not_fit
3956,FA2300,BA5853,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,高含棉街頭風牛仔腰鬆緊織帶造型哈倫長褲,not_fit
3957,FA2300,KB1113,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,KITTY露營系列~刷破水洗不收邊褲管丹寧印圖吊帶褲,not_fit
3958,FA2300,CA2161,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,質感厚雪紡不易皺交衩撞色A字裙,not_fit
3959,FA2300,KG0972,臧芮軒。V領一字葉子織紋圖案包芯紗毛衣,高含棉率性刷色打褶牛仔寬褲,fit
3960,FA2312,CA2187,柔軟針織圓領下襬前短後長開衩毛衣,質感絲絨光澤皺皺壓褶設計下襬開衩中長裙,not_fit
3961,FA2312,CA2200,柔軟針織圓領下襬前短後長開衩毛衣,浪漫修身腰鬆緊包臀魚尾中長裙,fit
3962,FA2312,BA5899,柔軟針織圓領下襬前短後長開衩毛衣,高彈力高腰排扣抓破抽鬚緊身長褲,fit
3963,FA2312,BA6012,柔軟針織圓領下襬前短後長開衩毛衣,保暖純色磨毛修身口袋吊帶寬長褲,not_fit
3964,FA2312,KB1106,柔軟針織圓領下襬前短後長開衩毛衣,KITTY搖滾系列~個性織帶金屬釦側開衩中長裙,fit
3965,FA2312,CA2069,柔軟針織圓領下襬前短後長開衩毛衣,質感舒爽後鬆緊排釦褲裙,not_fit
3966,FA2312,BA5852,柔軟針織圓領下襬前短後長開衩毛衣,高含棉牛仔高腰破壞落地直筒長褲,fit
3967,FA2312,BA5885,柔軟針織圓領下襬前短後長開衩毛衣,保暖高彈修身牛仔收腹內刷毛緊身長褲,fit
3968,FA2312,BA6020,柔軟針織圓領下襬前短後長開衩毛衣,質感俐落不易皺直筒寬版西裝長褲,not_fit
3969,FA2312,KG1013,柔軟針織圓領下襬前短後長開衩毛衣,高含棉素色舒適打褶直筒褲,fit
3970,FA2312,BA6025,柔軟針織圓領下襬前短後長開衩毛衣,彈力牛仔修身高腰收腹造型腰頭緊身長褲,fit
3971,FA2312,CA2251,柔軟針織圓領下襬前短後長開衩毛衣,優雅燈芯絨不規則設計鬆緊魚尾裙,fit
3972,FA2312,KL1004,柔軟針織圓領下襬前短後長開衩毛衣,簡約美式印花鬆緊縮口休閒褲,wrong
3973,FA2312,BA6040,柔軟針織圓領下襬前短後長開衩毛衣,假兩件．排釦短裙拼接彈性斜紋窄管褲,not_fit
3974,FA2312,KL1012,柔軟針織圓領下襬前短後長開衩毛衣,仿舊水洗丹寧鬆緊縮口牛仔褲,not_fit
3975,FA2312,BA5997,柔軟針織圓領下襬前短後長開衩毛衣,假兩件．設計感斜型拼接磨毛層次內搭褲裙,not_fit
3976,FA2312,CA2085,柔軟針織圓領下襬前短後長開衩毛衣,純色透氣針織腰鬆緊木耳邊A字短裙,not_fit
3977,FA2312,BA5923,柔軟針織圓領下襬前短後長開衩毛衣,含棉牛仔修身高腰雙排釦收腹直筒長褲,fit
3978,FA2312,BA5999,柔軟針織圓領下襬前短後長開衩毛衣,配色千鳥格後鬆緊落地長寬褲,not_fit
3979,FA2312,KG0969,柔軟針織圓領下襬前短後長開衩毛衣,高含棉雙層素色拼接網紗腰鬆緊中長裙(附腰帶),not_fit
3980,FA2316,CA2112,輕薄細針織壓褶愛心長袖上衣,絨面腰鬆緊層次網紗細褶中長裙/蛋糕裙,fit
3981,FA2316,KG0885,輕薄細針織壓褶愛心長袖上衣,側邊印花抽繩運動短褲,not_fit
3982,FA2316,BA6011,輕薄細針織壓褶愛心長袖上衣,純色挺版修身剪裁毛呢五分短褲(附皮帶小腰包),fit
3983,FA2316,KG0976,輕薄細針織壓褶愛心長袖上衣,高含棉多口袋寬鬆斜紋工裝吊帶褲,not_fit
3984,FA2316,CA2070,輕薄細針織壓褶愛心長袖上衣,雪紡水彩印花側開衩後鬆緊A字長裙,not_fit
3985,FA2316,CA2093,輕薄細針織壓褶愛心長袖上衣,正裝感純色口袋A字西裝短裙,not_fit
3986,FA2316,CA2212,輕薄細針織壓褶愛心長袖上衣,保暖磨毛修身毛排釦內裡褲A字短裙,not_fit
3987,FA2316,KS0754,輕薄細針織壓褶愛心長袖上衣,台灣製造．英文印花腰鬆緊縮口褲管運動長褲,not_fit
3988,FA2316,CA2181,輕薄細針織壓褶愛心長袖上衣,點點收腰打褶磨毛毛呢後開衩中長裙,not_fit
3989,FA2316,MA0346,輕薄細針織壓褶愛心長袖上衣,魔術360~造型口袋純棉孕婦褲,wrong
3990,FA2316,QA1113,輕薄細針織壓褶愛心長袖上衣,純棉縮口寬褲/好動褲,wrong
3991,FA2316,KG0935,輕薄細針織壓褶愛心長袖上衣,高含棉配色車線褲管開衩牛仔寬褲,fit
3992,FA2316,BA5937,輕薄細針織壓褶愛心長袖上衣,彈力高腰造型排釦腰頭緊身牛仔長褲,fit
3993,FA2316,CA2203,輕薄細針織壓褶愛心長袖上衣,滿版小碎花層次荷葉鬆緊傘襬A字長裙(厚絨內裡),not_fit
3994,FA2316,CA2109,輕薄細針織壓褶愛心長袖上衣,滿版立體鏤空雕花蕾絲腰鬆緊傘襬短裙,not_fit
3995,FA2316,CA2255,輕薄細針織壓褶愛心長袖上衣,韓系質感皮革後開衩窄裙,fit
3996,FA2316,BA6032,輕薄細針織壓褶愛心長袖上衣,質感修身輕柔磨毛直筒寬版長褲,fit
3997,FA2316,BA5838,輕薄細針織壓褶愛心長袖上衣,質感不易皺綁帶設計雪紡百褶寬褲褲裙,not_fit
3998,FA2316,BA5924,輕薄細針織壓褶愛心長袖上衣,質感水洗修身排釦高腰牛仔長褲,fit
3999,FA2316,KS0735,輕薄細針織壓褶愛心長袖上衣,台灣製造．火山岩兩穿運動貼腿褲,not_fit
4000,FA2334,CA2216,花邊仿貂毛柔軟暖感純色針織毛衣,高腰後鬆緊釘珠活片造型A字裙,not_fit
4001,FA2334,CA2095,花邊仿貂毛柔軟暖感純色針織毛衣,牛仔修身高腰口袋A字中長裙,fit
4002,FA2334,BA6015,花邊仿貂毛柔軟暖感純色針織毛衣,保暖內磨毛彈力造型腰頭不收邊窄管牛仔長褲,fit
4003,FA2334,BA5992,花邊仿貂毛柔軟暖感純色針織毛衣,純色高含棉排釦腰鬆緊修飾車線哈倫長褲,fit
4004,FA2334,BA6028,花邊仿貂毛柔軟暖感純色針織毛衣,質感混色磨毛打褶後腰鬆緊直筒褲,fit
4005,FA2334,CA2091,花邊仿貂毛柔軟暖感純色針織毛衣,高含棉牛仔腰鬆緊排釦蛋糕裙,fit
4006,FA2334,KL0978,花邊仿貂毛柔軟暖感純色針織毛衣,重磅棉質側邊格紋織條休閒褲,wrong
4007,FA2334,BA5937,花邊仿貂毛柔軟暖感純色針織毛衣,彈力高腰造型排釦腰頭緊身牛仔長褲,fit
4008,FA2334,BA6016,花邊仿貂毛柔軟暖感純色針織毛衣,保暖內刷毛高含棉彈力修身牛仔腰鬆緊窄管長褲,fit
4009,FA2334,CA2196,花邊仿貂毛柔軟暖感純色針織毛衣,輕暖磨毛方釦造型腰頭蓋式口袋前開衩A字裙,fit
4010,FA2334,BA6036,花邊仿貂毛柔軟暖感純色針織毛衣,休閒絨面坑條腰鬆緊套裝直筒長褲,not_fit
4011,FA2334,BA6023,花邊仿貂毛柔軟暖感純色針織毛衣,率性遮肉修飾口袋縮口工裝長褲,fit
4012,FA2334,CA2184,花邊仿貂毛柔軟暖感純色針織毛衣,臧芮軒。璀璨銀河閃光百褶漸層透紗長裙,fit
4013,FA2334,CA2110,花邊仿貂毛柔軟暖感純色針織毛衣,細緻絨毛網紗點點舒適內裡長裙,not_fit
4014,FA2334,CA2161,花邊仿貂毛柔軟暖感純色針織毛衣,質感厚雪紡不易皺交衩撞色A字裙,fit
4015,FA2334,BA5950,花邊仿貂毛柔軟暖感純色針織毛衣,潮流感繡線設計高彈牛仔窄管褲,fit
4016,FA2334,KG0960,花邊仿貂毛柔軟暖感純色針織毛衣,刷毛腰抽繩褲管造型休閒長褲,not_fit
4017,FA2334,CA2223,花邊仿貂毛柔軟暖感純色針織毛衣,保暖針織配色修身A字短裙,fit
4018,FA2334,BA6020,花邊仿貂毛柔軟暖感純色針織毛衣,質感俐落不易皺直筒寬版西裝長褲,fit
4019,FA2334,KS0728,花邊仿貂毛柔軟暖感純色針織毛衣,台灣製造．高彈力造型車縫拼接織帶運動貼腿褲,not_fit
4020,FA2336,KG1021,保暖柔軟仿貂絨毛開衩長袖針織毛衣,音樂課搖滾宇宙運動長褲,not_fit
4021,FA2336,BA5810,保暖柔軟仿貂絨毛開衩長袖針織毛衣,質感雪紡後鬆緊修身打褶寬褲,not_fit
4022,FA2336,KG0956,保暖柔軟仿貂絨毛開衩長袖針織毛衣,毛呢格紋配色腰鬆緊反折直筒褲,not_fit
4023,FA2336,KS0727,保暖柔軟仿貂絨毛開衩長袖針織毛衣,台灣製造．撞色網紗拼接彈力微寬腰頭運動褲,not_fit
4024,FA2336,BA5957,保暖柔軟仿貂絨毛開衩長袖針織毛衣,純色質感修身直筒口袋西裝褲,fit
4025,FA2336,QA1151,保暖柔軟仿貂絨毛開衩長袖針織毛衣,假兩件傘狀牛仔短褲裙,wrong
4026,FA2336,BA5891,保暖柔軟仿貂絨毛開衩長袖針織毛衣,純色高含棉英倫風口袋寬版老爺長褲,not_fit
4027,FA2336,CA2202,保暖柔軟仿貂絨毛開衩長袖針織毛衣,緞面微光澤後腰鬆緊A字長裙,not_fit
4028,FA2336,CA2220,保暖柔軟仿貂絨毛開衩長袖針織毛衣,撞色口袋後腰鬆緊造型開衩A字中長裙,not_fit
4029,FA2336,KL0931,保暖柔軟仿貂絨毛開衩長袖針織毛衣,英倫格紋直筒長褲,wrong
4030,FA2336,BA5569,保暖柔軟仿貂絨毛開衩長袖針織毛衣,高腰修身彈力抽鬚牛仔窄管長褲,fit
4031,FA2336,BA5914,保暖柔軟仿貂絨毛開衩長袖針織毛衣,高含棉修身織紋腰鬆緊開衩寬長褲,not_fit
4032,FA2336,CA2228,保暖柔軟仿貂絨毛開衩長袖針織毛衣,暖感立體織紋後開衩鬆緊A字中長裙,not_fit
4033,FA2336,CA2203,保暖柔軟仿貂絨毛開衩長袖針織毛衣,滿版小碎花層次荷葉鬆緊傘襬A字長裙(厚絨內裡),fit
4034,FA2336,BA6079,保暖柔軟仿貂絨毛開衩長袖針織毛衣,輕暖磨毛率性大口袋條紋直筒哈倫褲,fit
4035,FA2336,BA5962,保暖柔軟仿貂絨毛開衩長袖針織毛衣,高含棉牛仔修身開衩吊帶落地長寬褲,not_fit
4036,FA2336,BA5955,保暖柔軟仿貂絨毛開衩長袖針織毛衣,質感兩穿式後鬆緊荷葉吊帶打褶長寬褲,not_fit
4037,FA2336,CA2250,保暖柔軟仿貂絨毛開衩長袖針織毛衣,蕾絲拼接荷葉裙襬內刷毛A字魚尾裙,not_fit
4038,FA2336,QA1146,保暖柔軟仿貂絨毛開衩長袖針織毛衣,千鳥紋假兩件磨毛內搭褲,wrong
4039,FA2336,KB1151,保暖柔軟仿貂絨毛開衩長袖針織毛衣,KITTY聖誕系列~純棉口袋印圖後腰鬆緊排釦中長裙,not_fit
4040,FA2337,CA2255,溫暖細緻針織麻花織紋長版毛衣,韓系質感皮革後開衩窄裙,not_fit
4041,FA2337,QA1152,溫暖細緻針織麻花織紋長版毛衣,後開衩率性抽鬚彈力牛仔褲,wrong
4042,FA2337,CA2163,溫暖細緻針織麻花織紋長版毛衣,優雅蕾絲不易皺後腰鬆緊斜開岔短裙,not_fit
4043,FA2337,KG1021,溫暖細緻針織麻花織紋長版毛衣,音樂課搖滾宇宙運動長褲,not_fit
4044,FA2337,BA5956,溫暖細緻針織麻花織紋長版毛衣,金屬腰帶打褶西裝短褲,not_fit
4045,FA2337,CA2250,溫暖細緻針織麻花織紋長版毛衣,蕾絲拼接荷葉裙襬內刷毛A字魚尾裙,not_fit
4046,FA2337,BA5885,溫暖細緻針織麻花織紋長版毛衣,保暖高彈修身牛仔收腹內刷毛緊身長褲,not_fit
4047,FA2337,BA6002,溫暖細緻針織麻花織紋長版毛衣,質感坑條彈力抽繩鬆緊落地長褲,fit
4048,FA2337,CA2158,溫暖細緻針織麻花織紋長版毛衣,質感光澤絨毛坑條A字短裙,not_fit
4049,FA2337,KB1128,溫暖細緻針織麻花織紋長版毛衣,KITTY露營系列~水洗仿牛仔腰鬆緊抽繩反折短褲,not_fit
4050,FA2337,CA2089,溫暖細緻針織麻花織紋長版毛衣,質感仙氣鬆緊百褶荷葉雪紡蛋糕裙,not_fit
4051,FA2337,BA6041,溫暖細緻針織麻花織紋長版毛衣,造型腰頭高彈力內刷毛緊身窄管長褲,fit
4052,FA2337,CA2210,溫暖細緻針織麻花織紋長版毛衣,高含棉．前開衩抽鬚下襬造型口袋丹寧A字裙,not_fit
4053,FA2337,MA0353,溫暖細緻針織麻花織紋長版毛衣,魔術360~點點抓皺磨毛感孕婦裙/中長裙,wrong
4054,FA2337,CA2143,溫暖細緻針織麻花織紋長版毛衣,純色腰鬆緊立體花朵繡花網紗中長裙,not_fit
4055,FA2337,BA5988,溫暖細緻針織麻花織紋長版毛衣,質感麂皮腰鬆緊綁帶落地長寬褲,not_fit
4056,FA2337,BA6040,溫暖細緻針織麻花織紋長版毛衣,假兩件．排釦短裙拼接彈性斜紋窄管褲,not_fit
4057,FA2337,KG1017,溫暖細緻針織麻花織紋長版毛衣,放學趣運動縮口長褲,wrong
4058,FA2337,CA2133,溫暖細緻針織麻花織紋長版毛衣,簡約後鬆緊千鳥細格抓皺造型A字裙,not_fit
4059,FA2337,BA5864,溫暖細緻針織麻花織紋長版毛衣,彈力特色腰頭造型口袋刷色九分喇叭牛仔褲,fit
4060,FA2343,CA2166,質感立體麻花造型織紋針織毛衣,假兩件．雙層格紋拼接網紗荷葉傘襬中長裙,fit
4061,FA2343,CA2163,質感立體麻花造型織紋針織毛衣,優雅蕾絲不易皺後腰鬆緊斜開岔短裙,not_fit
4062,FA2343,CA2188,質感立體麻花造型織紋針織毛衣,氣質磨毛立體抓皺後腰鬆緊微A字褲裙,not_fit
4063,FA2343,CA2226,質感立體麻花造型織紋針織毛衣,時髦豹紋毛茸茸腰鬆緊A字中長裙,not_fit
4064,FA2343,BA6009,質感立體麻花造型織紋針織毛衣,裝飾拉鍊後鬆緊保暖斜紋磨毛寬褲,fit
4065,FA2343,CA2207,質感立體麻花造型織紋針織毛衣,質感麂皮格紋A字波浪短裙(有褲裡),not_fit
4066,FA2343,CA2200,質感立體麻花造型織紋針織毛衣,浪漫修身腰鬆緊包臀魚尾中長裙,not_fit
4067,FA2343,KG0957,質感立體麻花造型織紋針織毛衣,高含棉素色褲管鬆緊斜紋哈倫褲,fit
4068,FA2343,BA5951,質感立體麻花造型織紋針織毛衣,高棉質．復古潮流口袋設計直筒丹寧牛仔褲,fit
4069,FA2343,BA5980,質感立體麻花造型織紋針織毛衣,保暖內刷毛彈力腰鬆緊配色壓線緊身內搭長褲,not_fit
4070,FA2343,CA2129,質感立體麻花造型織紋針織毛衣,質感仿麂皮修身後鬆緊傘擺長裙,not_fit
4071,FA2343,MA0372,質感立體麻花造型織紋針織毛衣,台灣製輕量保暖升溫發熱孕婦褲/內搭褲,wrong
4072,FA2343,BA5903,質感立體麻花造型織紋針織毛衣,高含棉工裝牛仔腰鬆緊縮口哈倫長褲,fit
4073,FA2343,BA5895,質感立體麻花造型織紋針織毛衣,彈力修身牛仔刷色抽鬚小喇叭褲,fit
4074,FA2343,BA5945,質感立體麻花造型織紋針織毛衣,復古毛呢格紋配色排釦短褲裙,not_fit
4075,FA2343,BA5908,質感立體麻花造型織紋針織毛衣,長腿打造！棉麻質感打褶落地寬褲,fit
4076,FA2343,BA6020,質感立體麻花造型織紋針織毛衣,質感俐落不易皺直筒寬版西裝長褲,fit
4077,FA2343,CA2167,質感立體麻花造型織紋針織毛衣,彈力絲絨外罩漸層網紗腰鬆緊百褶裙,fit
4078,FA2343,BA6015,質感立體麻花造型織紋針織毛衣,保暖內磨毛彈力造型腰頭不收邊窄管牛仔長褲,fit
4079,FA2343,BA5979,質感立體麻花造型織紋針織毛衣,純色針織寬鬆修身腰鬆緊排扣開衩微喇叭長寬褲,fit
4080,FA2354,MA0353,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,魔術360~點點抓皺磨毛感孕婦裙/中長裙,wrong
4081,FA2354,CA2141,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,純色學院風保暖內裡褲百褶短裙,not_fit
4082,FA2354,FA2305,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,溫暖包芯紗坑條質感配色百褶貼身中長裙,not_fit
4083,FA2354,BA6007,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,彈力寬版收腹腰頭純色口袋直筒褲,fit
4084,FA2354,KL1008,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,高含棉側邊織條彈性腰頭縮口休閒褲/運動褲,not_fit
4085,FA2354,QA1113,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,純棉縮口寬褲/好動褲,wrong
4086,FA2354,BA5904,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,牛仔修身彈力高腰收腹造型腰頭抽鬚緊身長褲,fit
4087,FA2354,BA5917,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,高含棉．簡約直筒斜紋寬褲,not_fit
4088,FA2354,CA2182,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,臧芮軒。質感純色造型挺版毛呢圓裙,not_fit
4089,FA2354,BA5912,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,高腰高彈保暖內絨毛踩腳內搭褲,not_fit
4090,FA2354,BA5938,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,牛仔彈力造型高腰收腹割破不收邊緊身長褲,fit
4091,FA2354,BA5834,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,棉質水洗細緻刺繡刷破牛仔長褲,fit
4092,FA2354,BA5915,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,純色休閒彈力壓線窄管緊身長褲內搭褲,not_fit
4093,FA2354,BA6008,柔軟質感蝴蝶花卉立體造型大圓領連袖針織上衣,臧芮軒。配色條紋荷葉鬆緊腰毛紗寬褲,fit
