,No,StyleBookID,main_url,mainID,top1,top2,bottom,accessory1,accessory2
429,430,2022102724256310,https://image.obdesign.com.tw/catalog/products/BA6939/BA6939@1.jpg,BA6939,AB17139,EA3347,BA6939,,
430,431,2022102746502372,https://image.obdesign.com.tw/catalog/products/BA6908/BA6908@1.jpg,BA6908,EA3301,,BA6908,,
431,432,2022102772376885,https://image.obdesign.com.tw/catalog/products/EA3379/EA3379@1.jpg,EA3379,EA3379,AB1756,BA6952,,
432,433,2022102775560237,https://image.obdesign.com.tw/catalog/products/BA6907/BA6907@1.jpg,BA6907,,,BA6907,,
433,434,2022102775560237,https://image.obdesign.com.tw/catalog/products/BA6907/BA6907@1.jpg,BA6907,,,BA6907,,
434,435,2022102777153808,https://image.obdesign.com.tw/catalog/products/BA6919/BA6919@1.jpg,BA6919,EA3399,,BA6919,,
435,436,2022102791227501,https://image.obdesign.com.tw/catalog/products/AB17873/AB17873@1.jpg,AB17873,AB17873,,BA6596,ZC2685,
436,437,2022102797054922,https://image.obdesign.com.tw/catalog/products/BA6884/BA6884@1.jpg,BA6884,AB17691,EA3347,BA6884,,
437,438,2022103100327853,https://image.obdesign.com.tw/catalog/products/AB17877/AB17877@1.jpg,AB17877,AB17877,,BA6660,,
438,439,2022103100820137,https://image.obdesign.com.tw/catalog/products/BA6900/BA6900@1.jpg,BA6900,FA2593,,BA6900,,
439,440,2022103101011950,https://image.obdesign.com.tw/catalog/products/AB17996/AB17996@1.jpg,AB17996,AB17996,,,,
440,441,2022103102014085,https://image.obdesign.com.tw/catalog/products/FA2627/FA2627@1.jpg,FA2627,FA2627,EA3380,BA6940,,
441,442,2022103104507621,https://image.obdesign.com.tw/catalog/products/FA2594/FA2594@1.jpg,FA2594,FA2594,,BA2863,,
442,443,2022103104937300,https://image.obdesign.com.tw/catalog/products/EA3426/EA3426@1.jpg,EA3426,EA3426,AB17690,BA6858,,
443,444,2022103106745324,https://image.obdesign.com.tw/catalog/products/DA9482/DA9482@1.jpg,DA9482,EA3415,,DA9482,YA418,
444,445,2022103107271551,https://image.obdesign.com.tw/catalog/products/FA2675/FA2675@1.jpg,FA2675,FA2675,,,,
445,446,2022103111857068,https://image.obdesign.com.tw/catalog/products/FA2701/FA2701@1.jpg,FA2701,FA2701,,CA2693,,
446,447,2022103114627614,https://image.obdesign.com.tw/catalog/products/AB17868/AB17868@1.jpg,AB17868,AB17868,,BA6660,ZC2737,
447,448,2022103121058055,https://image.obdesign.com.tw/catalog/products/AB16092/AB16092@1.jpg,AB16092,AB16092,,BA6858,,
448,449,2022103125148558,https://image.obdesign.com.tw/catalog/products/DA9507/DA9507@1.jpg,DA9507,AB17996,,DA9507,,
449,450,2022103127349666,https://image.obdesign.com.tw/catalog/products/FA2583/FA2583@1.jpg,FA2583,FA2583,,,,
450,451,2022103128070369,https://image.obdesign.com.tw/catalog/products/DA9454/DA9454@1.jpg,DA9454,,,DA9454,,
451,452,2022103131607787,https://image.obdesign.com.tw/catalog/products/FA2593/FA2593@1.jpg,FA2593,FA2593,,CA1450,,
452,453,2022103137893376,https://image.obdesign.com.tw/catalog/products/AB17945/AB17945@1.jpg,AB17945,AB17945,,BA6660,YA418,
453,454,2022103142577450,https://image.obdesign.com.tw/catalog/products/AB17868/AB17868@1.jpg,AB17868,AB17868,,CA2655,,
454,455,2022103150706547,https://image.obdesign.com.tw/catalog/products/FA2646/FA2646@1.jpg,FA2646,FA2646,,BA5007,ZC2831,
455,456,2022103166048270,https://image.obdesign.com.tw/catalog/products/BA6949/BA6949@1.jpg,BA6949,,,DA9499,,
456,457,2022103171230766,https://image.obdesign.com.tw/catalog/products/BA6940/BA6940@1.jpg,BA6940,AB17893,,BA6940,,
457,458,2022103171230766,https://image.obdesign.com.tw/catalog/products/AB17893/AB17893@1.jpg,AB17893,AB17893,,BA6940,,
458,459,2022103172604240,https://image.obdesign.com.tw/catalog/products/DA9508/DA9508@1.jpg,DA9508,FA2646,,DA9508,,
459,460,2022103173847042,https://image.obdesign.com.tw/catalog/products/BA6900/BA6900@1.jpg,BA6900,AB17978,,BA6900,,
460,461,2022103173847042,https://image.obdesign.com.tw/catalog/products/AB17978/AB17978@1.jpg,AB17978,AB17978,,BA6900,,
461,462,2022103176441056,https://image.obdesign.com.tw/catalog/products/AB17972/AB17972@1.jpg,AB17972,AB17972,,BA6940,,
462,463,2022103178664805,https://image.obdesign.com.tw/catalog/products/EA3415/EA3415@1.jpg,EA3415,EA3415,,DA9454,ZC2807,
463,464,2022103179512189,https://image.obdesign.com.tw/catalog/products/DA9499/DA9499@1.jpg,DA9499,,,DA9499,,
464,465,2022103182727845,https://image.obdesign.com.tw/catalog/products/EA3425/EA3425@1.jpg,EA3425,EA3425,AB17878,,,
465,466,2022103182963096,https://image.obdesign.com.tw/catalog/products/CA2690/CA2690@1.jpg,CA2690,AB17973,,CA2690,,
466,467,2022103189191291,https://image.obdesign.com.tw/catalog/products/BA6950/BA6950@1.jpg,BA6950,AB17973,,BA6950,,
467,468,2022103189191291,https://image.obdesign.com.tw/catalog/products/AB17973/AB17973@1.jpg,AB17973,AB17973,,BA6950,,
468,469,2022103193940713,https://image.obdesign.com.tw/catalog/products/AB16434/AB16434@1.jpg,AB16434,AB16434,EA3185,BA5007,,
469,470,2022103196589114,https://image.obdesign.com.tw/catalog/products/AB17846/AB17846@1.jpg,AB17846,AB17846,FA2704,BA6940,,
470,471,2022103196615708,https://image.obdesign.com.tw/catalog/products/FA2641/FA2641@1.jpg,FA2641,FA2641,,BA6970,,
471,472,2022103197172128,https://image.obdesign.com.tw/catalog/products/AB17947/AB17947@1.jpg,AB17947,AB17947,,BA6940,,
472,473,2022103197436372,https://image.obdesign.com.tw/catalog/products/FA2620/FA2620@1.jpg,FA2620,FA2620,,,,
473,474,2022103199692258,https://image.obdesign.com.tw/catalog/products/CA2693/CA2693@1.jpg,CA2693,AB17877,EA3376,CA2693,,
474,475,2022103199692258,https://image.obdesign.com.tw/catalog/products/AB17877/AB17877@1.jpg,AB17877,AB17877,EA3376,CA2693,,
475,476,2022110200548794,https://image.obdesign.com.tw/catalog/products/EA3440/EA3440@1.jpg,EA3440,EA3440,,CA2643,,
476,477,2022110200602107,https://image.obdesign.com.tw/catalog/products/QA1603/QA1603@1.jpg,QA1603,QA1603,QA1529,,,
477,478,2022110204836136,https://image.obdesign.com.tw/catalog/products/CA2685/CA2685@1.jpg,CA2685,FA2591,,CA2685,,
478,479,2022110204922659,https://image.obdesign.com.tw/catalog/products/AB17946/AB17946@1.jpg,AB17946,AB17946,,BA6942,,
479,480,2022110210182525,https://image.obdesign.com.tw/catalog/products/AB17753/AB17753@1.jpg,AB17753,AB17753,,CA2636,,
480,481,2022110216729226,https://image.obdesign.com.tw/catalog/products/EA3428/EA3428@1.jpg,EA3428,EA3428,AB17779,CA2466,,
481,482,2022110216729226,https://image.obdesign.com.tw/catalog/products/AB17779/AB17779@1.jpg,AB17779,AB17779,EA3428,CA2466,,
482,483,2022110224075794,https://image.obdesign.com.tw/catalog/products/CA2682/CA2682@1.jpg,CA2682,EA3393,AB17946,CA2682,,
483,484,2022110224958646,https://image.obdesign.com.tw/catalog/products/AB16595/AB16595@1.jpg,AB16595,AB16595,,BA6907,,
484,485,2022110225083345,https://image.obdesign.com.tw/catalog/products/DA9480/DA9480@1.jpg,DA9480,,,DA9480,,
485,486,2022110227734158,https://image.obdesign.com.tw/catalog/products/DA9490/DA9490@1.jpg,DA9490,,,DA9490,,
486,487,2022110231804546,https://image.obdesign.com.tw/catalog/products/QA1603/QA1603@1.jpg,QA1603,QA1603,QA1347,,,
487,488,2022110236536997,https://image.obdesign.com.tw/catalog/products/CA2660/CA2660@1.jpg,CA2660,AB17683,,CA2660,,
488,489,2022110241159941,https://image.obdesign.com.tw/catalog/products/DA9496/DA9496@1.jpg,DA9496,EA3393,,DA9496,,
489,490,2022110243686676,https://image.obdesign.com.tw/catalog/products/AB17891/AB17891@1.jpg,AB17891,AB17891,,CA2661,,
490,491,2022110245141406,https://image.obdesign.com.tw/catalog/products/QA1603/QA1603@1.jpg,QA1603,QA1603,QA1582,KG0602,,
491,492,2022110252481105,https://image.obdesign.com.tw/catalog/products/CA2683/CA2683@1.jpg,CA2683,AB17807,EA3403,CA2683,,
492,493,2022110256452077,https://image.obdesign.com.tw/catalog/products/BA6922/BA6922@1.jpg,BA6922,FA2581,,BA6922,,
493,494,2022110260523071,https://image.obdesign.com.tw/catalog/products/EA3424/EA3424@1.jpg,EA3424,EA3424,,BA6865,,
494,495,2022110271639188,https://image.obdesign.com.tw/catalog/products/QA1582/QA1582@1.jpg,QA1582,QA1582,QA1306,KG0602,,
495,496,2022110276828175,https://image.obdesign.com.tw/catalog/products/CA2664/CA2664@1.jpg,CA2664,EA3297,FA2584,CA2664,,
496,497,2022110284682067,https://image.obdesign.com.tw/catalog/products/AB17841/AB17841@1.jpg,AB17841,AB17841,,BA6727,,
497,498,2022110285629803,https://image.obdesign.com.tw/catalog/products/AB17918/AB17918@1.jpg,AB17918,AB17918,,CA2657,,
498,499,2022110287046852,https://image.obdesign.com.tw/catalog/products/KL1491/KL1491@1.jpg,KL1491,,,KL1204,,
499,500,2022110290920479,https://image.obdesign.com.tw/catalog/products/DA9457/DA9457@1.jpg,DA9457,AB17660,FA2630,DA9457,,
500,501,2022110291613466,https://image.obdesign.com.tw/catalog/products/EA3414/EA3414@1.jpg,EA3414,EA3414,AB17497,CA2661,,
501,502,2022110292772409,https://image.obdesign.com.tw/catalog/products/DA9479/DA9479@1.jpg,DA9479,,,DA9479,,
502,503,2022110407063799,https://image.obdesign.com.tw/catalog/products/AB16002/AB16002@1.jpg,AB16002,AB16002,,BA6908,,
503,504,2022110419937367,https://image.obdesign.com.tw/catalog/products/EA3198/EA3198@1.jpg,EA3198,EA3198,AB17557,BA6961,,
504,505,2022110421233472,https://image.obdesign.com.tw/catalog/products/FA2612/FA2612@1.jpg,FA2612,FA2612,EA3437,,,
505,506,2022110450869539,https://image.obdesign.com.tw/catalog/products/FA2603/FA2603@1.jpg,FA2603,FA2603,,BA6907,,
506,507,2022110451457364,https://image.obdesign.com.tw/catalog/products/CA2433/CA2433@1.jpg,CA2433,,,CA2433,,
507,508,2022110460745745,https://image.obdesign.com.tw/catalog/products/BA6928/BA6928@1.jpg,BA6928,FA2577,,BA6928,,
508,509,2022110703819612,https://image.obdesign.com.tw/catalog/products/DA9469/DA9469@1.jpg,DA9469,,,DA9469,YA427,
509,510,2022110705046086,https://image.obdesign.com.tw/catalog/products/FA2632/FA2632@1.jpg,FA2632,FA2632,,CA2643,,
510,511,2022110705999162,https://image.obdesign.com.tw/catalog/products/AB17968/AB17968@1.jpg,AB17968,AB17968,EA3394,,,
511,512,2022110705999162,https://image.obdesign.com.tw/catalog/products/EA3394/EA3394@1.jpg,EA3394,EA3394,AB17968,,,
512,513,2022110709825839,https://image.obdesign.com.tw/catalog/products/AB17986/AB17986@1.jpg,AB17986,AB17986,AB17886,,,
513,514,2022110709825839,https://image.obdesign.com.tw/catalog/products/AB17886/AB17886@1.jpg,AB17886,AB17886,AB17986,,,
514,515,2022110711507727,https://image.obdesign.com.tw/catalog/products/AB17856/AB17856@1.jpg,AB17856,AB17856,EA3447,BA6007,,
515,516,2022110715931967,https://image.obdesign.com.tw/catalog/products/FA2578/FA2578@1.jpg,FA2578,FA2578,,BA6970,,
516,517,2022110717907633,https://image.obdesign.com.tw/catalog/products/AB17964/AB17964@1.jpg,AB17964,AB17964,EA3380,CA2655,YA418,
517,518,2022110720826224,https://image.obdesign.com.tw/catalog/products/AB17966/AB17966@1.jpg,AB17966,AB17966,,,,
518,519,2022110721014514,https://image.obdesign.com.tw/catalog/products/AB17977/AB17977@1.jpg,AB17977,AB17977,,CA2239,,
519,520,2022110721753592,https://image.obdesign.com.tw/catalog/products/FA2622/FA2622@1.jpg,FA2622,FA2622,,,,
520,521,2022110722936376,https://image.obdesign.com.tw/catalog/products/AB17928/AB17928@1.jpg,AB17928,AB17928,,,,
521,522,2022110724243997,https://image.obdesign.com.tw/catalog/products/AB17974/AB17974@1.jpg,AB17974,AB17974,,BA4689,,
522,523,2022110726256132,https://image.obdesign.com.tw/catalog/products/AB17909/AB17909@1.jpg,AB17909,AB17909,,BA6995,,
523,524,2022110726612394,https://image.obdesign.com.tw/catalog/products/AB17941/AB17941@1.jpg,AB17941,AB17941,,BA6425,,
524,525,2022110726637699,https://image.obdesign.com.tw/catalog/products/AB17911/AB17911@1.jpg,AB17911,AB17911,,CA2495,,
525,526,2022110729036895,https://image.obdesign.com.tw/catalog/products/FA2639/FA2639@1.jpg,FA2639,FA2639,,,,
526,527,2022110729347241,https://image.obdesign.com.tw/catalog/products/FA2703/FA2703@1.jpg,FA2703,FA2703,,,,
527,528,2022110729940471,https://image.obdesign.com.tw/catalog/products/FA2697/FA2697@1.jpg,FA2697,FA2697,,,,
528,529,2022110731045572,https://image.obdesign.com.tw/catalog/products/EA3380/EA3380@1.jpg,EA3380,EA3380,FA2632,BA6007,,
529,530,2022110736301156,https://image.obdesign.com.tw/catalog/products/AB17961/AB17961@1.jpg,AB17961,AB17961,,BA6861,,
530,531,2022110738997289,https://image.obdesign.com.tw/catalog/products/FA2704/FA2704@1.jpg,FA2704,FA2704,AB17542,CA2691,,
531,532,2022110738997289,https://image.obdesign.com.tw/catalog/products/CA2691/CA2691@1.jpg,CA2691,FA2704,AB17542,CA2691,,
532,533,2022110739385209,https://image.obdesign.com.tw/catalog/products/FA2618/FA2618@1.jpg,FA2618,FA2618,AB17542,BA6870,ZC2801,
533,534,2022110739943231,https://image.obdesign.com.tw/catalog/products/AB17885/AB17885@1.jpg,AB17885,AB17885,,BA6425,,
534,535,2022110741641408,https://image.obdesign.com.tw/catalog/products/AB17935/AB17935@1.jpg,AB17935,AB17935,AB17557,BA6861,,
535,536,2022110743435808,https://image.obdesign.com.tw/catalog/products/AB17913/AB17913@1.jpg,AB17913,AB17913,,,,
536,537,2022110746144834,https://image.obdesign.com.tw/catalog/products/AB17992/AB17992@1.jpg,AB17992,AB17992,AB17986,BA6970,,
537,538,2022110746144834,https://image.obdesign.com.tw/catalog/products/BA6970/BA6970@1.jpg,BA6970,AB17986,AB17992,BA6970,,
538,539,2022110746852304,https://image.obdesign.com.tw/catalog/products/AB17971/AB17971@1.jpg,AB17971,AB17971,,BA6861,,
539,540,2022110750931659,https://image.obdesign.com.tw/catalog/products/AB17927/AB17927@1.jpg,AB17927,AB17927,,CA2643,ZC2777,ZC2824
540,541,2022110756350619,https://image.obdesign.com.tw/catalog/products/AB17993/AB17993@1.jpg,AB17993,AB17993,FA2704,CA2643,,
541,542,2022110758784957,https://image.obdesign.com.tw/catalog/products/DA9527/DA9527@1.jpg,DA9527,AB17557,,DA9527,,
542,543,2022110759586377,https://image.obdesign.com.tw/catalog/products/AB17878/AB17878@1.jpg,AB17878,AB17878,,BA5175,,
543,544,2022110771386855,https://image.obdesign.com.tw/catalog/products/BA6844/BA6844@1.jpg,BA6844,FA2705,,BA6844,,
544,545,2022110774309464,https://image.obdesign.com.tw/catalog/products/DA9530/DA9530@1.jpg,DA9530,,,DA9530,ZC2831,
545,546,2022110776668113,https://image.obdesign.com.tw/catalog/products/AB17874/AB17874@1.jpg,AB17874,AB17874,,,,
546,547,2022110777501328,https://image.obdesign.com.tw/catalog/products/FA2609/FA2609@1.jpg,FA2609,FA2609,,,,
547,548,2022110793653703,https://image.obdesign.com.tw/catalog/products/AB18002/AB18002@1.jpg,AB18002,AB18002,,,,
548,549,2022110795135950,https://image.obdesign.com.tw/catalog/products/AB18009/AB18009@1.jpg,AB18009,AB18009,,BA6900,,
549,550,2022110795405738,https://image.obdesign.com.tw/catalog/products/AB18007/AB18007@1.jpg,AB18007,AB18007,,BA6425,,
550,551,2022110796773806,https://image.obdesign.com.tw/catalog/products/DA9511/DA9511@1.jpg,DA9511,FA2622,,DA9511,ZC2777,ZC2803
551,552,2022110799827979,https://image.obdesign.com.tw/catalog/products/AB18021/AB18021@1.jpg,AB18021,AB18021,,KG0309,,
552,553,2022110799867933,https://image.obdesign.com.tw/catalog/products/AB18008/AB18008@1.jpg,AB18008,AB18008,EA3380,BA6970,ZC2778,
553,554,2022110800327704,https://image.obdesign.com.tw/catalog/products/QA1619/QA1619@1.jpg,QA1619,QA1619,,,,
554,555,2022110800501902,https://image.obdesign.com.tw/catalog/products/EA3439/EA3439@1.jpg,EA3439,EA3439,,BA6946,,
555,556,2022110801375286,https://image.obdesign.com.tw/catalog/products/FA2705/FA2705@1.jpg,FA2705,FA2705,,,,
556,557,2022110805426291,https://image.obdesign.com.tw/catalog/products/QA1553/QA1553@1.jpg,QA1553,QA1553,QA1590,,,
557,558,2022110806752348,https://image.obdesign.com.tw/catalog/products/BA6977/BA6977@1.jpg,BA6977,FA2587,,BA6977,,
558,559,2022110806961258,https://image.obdesign.com.tw/catalog/products/QA1609/QA1609@1.jpg,QA1609,QA1609,,,,
559,560,2022110807251970,https://image.obdesign.com.tw/catalog/products/DA9501/DA9501@1.jpg,DA9501,,,DA9501,,
560,561,2022110810060058,https://image.obdesign.com.tw/catalog/products/AB17659/AB17659@1.jpg,AB17659,AB17659,,,,
561,562,2022110812092726,https://image.obdesign.com.tw/catalog/products/AB17740/AB17740@1.jpg,AB17740,AB17740,,KG1442,,
562,563,2022110812445300,https://image.obdesign.com.tw/catalog/products/AB17934/AB17934@1.jpg,AB17934,AB17934,EA3435,CA2158,,
563,564,2022110814945580,https://image.obdesign.com.tw/catalog/products/EA3448/EA3448@1.jpg,EA3448,EA3448,FA2708,BA6652,,
564,565,2022110816259261,https://image.obdesign.com.tw/catalog/products/QA1603/QA1603@1.jpg,QA1603,QA1603,QA1563,,,
565,566,2022110818477515,https://image.obdesign.com.tw/catalog/products/ZQ0047/ZQ0047@1.jpg,ZQ0047,QA1614,,,ZQ0047,
566,567,2022110821670782,https://image.obdesign.com.tw/catalog/products/EA3384/EA3384@1.jpg,EA3384,EA3384,,BA6874,,
567,568,2022110824301101,https://image.obdesign.com.tw/catalog/products/AB17963/AB17963@1.jpg,AB17963,AB17963,,CA2495,,
568,569,2022110825639493,https://image.obdesign.com.tw/catalog/products/QA1582/QA1582@1.jpg,QA1582,QA1582,,,,
569,570,2022110830953823,https://image.obdesign.com.tw/catalog/products/AB17912/AB17912@1.jpg,AB17912,AB17912,FA2706,BA6890,,
570,571,2022110832807559,https://image.obdesign.com.tw/catalog/products/FA2696/FA2696@1.jpg,FA2696,FA2696,,,,
571,572,2022110835775803,https://image.obdesign.com.tw/catalog/products/BA6988/BA6988@1.jpg,BA6988,AB17903,,BA6988,,
572,573,2022110836663014,https://image.obdesign.com.tw/catalog/products/DA9494/DA9494@1.jpg,DA9494,,,DA9494,,
573,574,2022110837163555,https://image.obdesign.com.tw/catalog/products/HB0085/HB0085@1.jpg,HB0085,AB17771,HB0085,CA2499,,
574,575,2022110839641739,https://image.obdesign.com.tw/catalog/products/CA2698/CA2698@1.jpg,CA2698,FA2697,AB17971,CA2698,,
575,576,2022110840530679,https://image.obdesign.com.tw/catalog/products/ZQ0046/ZQ0046@1.jpg,ZQ0046,QA1605,,,ZQ0046,
576,577,2022110843961608,https://image.obdesign.com.tw/catalog/products/EA3384/EA3384@1.jpg,EA3384,EA3384,AB17875,BA6934,,
577,578,2022110844077076,https://image.obdesign.com.tw/catalog/products/FA2691/FA2691@1.jpg,FA2691,FA2691,FA2587,BA6998,YA427,
578,579,2022110846222509,https://image.obdesign.com.tw/catalog/products/QA1603/QA1603@1.jpg,QA1603,QA1603,,,,
579,580,2022110848740150,https://image.obdesign.com.tw/catalog/products/ZQ0047/ZQ0047@1.jpg,ZQ0047,QA1615,,,ZQ0047,
580,581,2022110850530950,https://image.obdesign.com.tw/catalog/products/QA1608/QA1608@1.jpg,QA1608,QA1608,,,,
581,582,2022110852024841,https://image.obdesign.com.tw/catalog/products/EA3438/EA3438@1.jpg,EA3438,EA3438,FA2697,,,
582,583,2022110854116744,https://image.obdesign.com.tw/catalog/products/QA1587/QA1587@1.jpg,QA1587,QA1587,,,,
583,584,2022110854662606,https://image.obdesign.com.tw/catalog/products/BA6893/BA6893@1.jpg,BA6893,FA2587,HB0084,BA6893,,
584,585,2022110860152522,https://image.obdesign.com.tw/catalog/products/BA6904/BA6904@1.jpg,BA6904,AB16361,,BA6904,,
585,586,2022110861428259,https://image.obdesign.com.tw/catalog/products/BA6909/BA6909@1.jpg,BA6909,AB17765,,BA6909,,
586,587,2022110862225083,https://image.obdesign.com.tw/catalog/products/BA6998/BA6998@1.jpg,BA6998,EA3435,AB16778,BA6998,ZC2796,
587,588,2022110863830334,https://image.obdesign.com.tw/catalog/products/FA2706/FA2706@1.jpg,FA2706,FA2706,,BA6890,,
588,589,2022110864313464,https://image.obdesign.com.tw/catalog/products/AB17763/AB17763@1.jpg,AB17763,AB17763,AB17542,KG1435,,
589,590,2022110868656645,https://image.obdesign.com.tw/catalog/products/BA6995/BA6995@1.jpg,BA6995,AB17905,,BA6995,,
590,591,2022110868656645,https://image.obdesign.com.tw/catalog/products/AB17905/AB17905@1.jpg,AB17905,AB17905,,BA6995,,
591,592,2022110874461983,https://image.obdesign.com.tw/catalog/products/AB17925/AB17925@1.jpg,AB17925,AB17925,,CA2598,,
592,593,2022110874907823,https://image.obdesign.com.tw/catalog/products/BA6909/BA6909@1.jpg,BA6909,AB17920,EA3376,BA6909,,
593,594,2022110877022192,https://image.obdesign.com.tw/catalog/products/QA1603/QA1603@1.jpg,QA1603,QA1603,,,,
594,595,2022110877324596,https://image.obdesign.com.tw/catalog/products/QA1608/QA1608@1.jpg,QA1608,QA1608,,,,
595,596,2022110879886270,https://image.obdesign.com.tw/catalog/products/EA3443/EA3443@1.jpg,EA3443,EA3443,AB17903,BA6874,,
596,597,2022110883494656,https://image.obdesign.com.tw/catalog/products/QA1603/QA1603@1.jpg,QA1603,QA1603,,,,
597,598,2022110883886170,https://image.obdesign.com.tw/catalog/products/AB17835/AB17835@1.jpg,AB17835,AB17835,,KS0911,,
598,599,2022110885998949,https://image.obdesign.com.tw/catalog/products/QA1594/QA1594@1.jpg,QA1594,QA1594,,,,
599,600,2022110887777060,https://image.obdesign.com.tw/catalog/products/AB17759/AB17759@1.jpg,AB17759,AB17759,EA3441,,,
600,601,2022110888712697,https://image.obdesign.com.tw/catalog/products/QA1608/QA1608@1.jpg,QA1608,QA1608,,,,
601,602,2022110890294905,https://image.obdesign.com.tw/catalog/products/AB17969/AB17969@1.jpg,AB17969,AB17969,AB17364,BA6995,,
602,603,2022110891906570,https://image.obdesign.com.tw/catalog/products/ZQ0046/ZQ0046@1.jpg,ZQ0046,QA1620,,,ZQ0046,
603,604,2022110892246719,https://image.obdesign.com.tw/catalog/products/FA2590/FA2590@1.jpg,FA2590,FA2590,AB17920,,,
604,605,2022110894018197,https://image.obdesign.com.tw/catalog/products/AB17896/AB17896@1.jpg,AB17896,AB17896,,BA6889,,
605,606,2022110894420034,https://image.obdesign.com.tw/catalog/products/AB17923/AB17923@1.jpg,AB17923,AB17923,EA3300,BA6742,,
606,607,2022110895242338,https://image.obdesign.com.tw/catalog/products/AB17903/AB17903@1.jpg,AB17903,AB17903,AB17766,KS0485,,
607,608,2022110896117088,https://image.obdesign.com.tw/catalog/products/AB17914/AB17914@1.jpg,AB17914,AB17914,,BA6742,,
608,609,2022110899879590,https://image.obdesign.com.tw/catalog/products/AB17766/AB17766@1.jpg,AB17766,AB17766,EA3404,BA6428,,
609,610,2022110899883201,https://image.obdesign.com.tw/catalog/products/EA3404/EA3404@1.jpg,EA3404,EA3404,AB17771,CA2659,YA415,
610,611,2022110936102353,https://image.obdesign.com.tw/catalog/products/FA2050/FA2050@1.jpg,FA2050,FA2050,,CA2671,ZC2618,
611,612,2022111123738977,https://image.obdesign.com.tw/catalog/products/BA6918/BA6918@1.jpg,BA6918,,,BA6918,,
612,613,2022111545983350,https://image.obdesign.com.tw/catalog/products/HB0084/HB0084@1.jpg,HB0084,AB16354,HB0084,,,
613,614,2022111602943510,https://image.obdesign.com.tw/catalog/products/BA6524/BA6524@1.jpg,BA6524,EA3203,AB17738,BA6524,,
614,615,2022111607852013,https://image.obdesign.com.tw/catalog/products/AB17967/AB17967@1.jpg,AB17967,AB17967,EA3224,BA6568,,
615,616,2022111609346421,https://image.obdesign.com.tw/catalog/products/CA2704/CA2704@1.jpg,CA2704,AB17542,,CA2704,ZC2730,
616,617,2022111618750318,https://image.obdesign.com.tw/catalog/products/AB17747/AB17747@1.jpg,AB17747,AB17747,,BA6963,,
617,618,2022111623076402,https://image.obdesign.com.tw/catalog/products/FA2673/FA2673@1.jpg,FA2673,FA2673,AB17557,BA6888,,
618,619,2022111624689949,https://image.obdesign.com.tw/catalog/products/AB17985/AB17985@1.jpg,AB17985,AB17985,FA2764,BA6981,,
619,620,2022111624689949,https://image.obdesign.com.tw/catalog/products/BA6981/BA6981@1.jpg,BA6981,FA2764,AB17985,BA6981,,
620,621,2022111629478719,https://image.obdesign.com.tw/catalog/products/FA2582/FA2582@1.jpg,FA2582,FA2582,,BA6963,,
621,622,2022111636555373,https://image.obdesign.com.tw/catalog/products/FA2572/FA2572@1.jpg,FA2572,FA2572,,BA6981,,
622,623,2022111637087005,https://image.obdesign.com.tw/catalog/products/AB17949/AB17949@1.jpg,AB17949,AB17949,,,,
623,624,2022111644048142,https://image.obdesign.com.tw/catalog/products/AB17686/AB17686@1.jpg,AB17686,AB17686,,BA6981,,
624,625,2022111645574080,https://image.obdesign.com.tw/catalog/products/AB17586/AB17586@1.jpg,AB17586,AB17586,,CA2698,,
625,626,2022111645725219,https://image.obdesign.com.tw/catalog/products/AB17988/AB17988@1.jpg,AB17988,AB17988,FA2582,,,
626,627,2022111648984439,https://image.obdesign.com.tw/catalog/products/BA6967/BA6967@1.jpg,BA6967,AB18213,,BA6967,,
627,628,2022111649279608,https://image.obdesign.com.tw/catalog/products/EA3444/EA3444@1.jpg,EA3444,EA3444,,,,
628,629,2022111649517397,https://image.obdesign.com.tw/catalog/products/BA7086/BA7086@1.jpg,BA7086,FA2598,,BA7086,,
629,630,2022111650772348,https://image.obdesign.com.tw/catalog/products/EA3270/EA3270@1.jpg,EA3270,EA3270,FA2598,BA2700,,
630,631,2022111654404118,https://image.obdesign.com.tw/catalog/products/FA2598/FA2598@1.jpg,FA2598,FA2598,EA3361,BA6962,,
631,632,2022111664728426,https://image.obdesign.com.tw/catalog/products/ZC2734/ZC2734@1.jpg,ZC2734,AB17954,,,ZC2734,
632,633,2022111671134354,https://image.obdesign.com.tw/catalog/products/AB17749/AB17749@1.jpg,AB17749,AB17749,,,,
633,634,2022111672988684,https://image.obdesign.com.tw/catalog/products/BA6888/BA6888@1.jpg,BA6888,AB17557,EA3444,BA6888,,
634,635,2022111679443103,https://image.obdesign.com.tw/catalog/products/FA2635/FA2635@1.jpg,FA2635,FA2635,,,,
635,636,2022111681057244,https://image.obdesign.com.tw/catalog/products/FA2653/FA2653@1.jpg,FA2653,FA2653,,,,
636,637,2022111686094499,https://image.obdesign.com.tw/catalog/products/BA6963/BA6963@1.jpg,BA6963,FA2674,,BA6963,,
637,638,2022111686094499,https://image.obdesign.com.tw/catalog/products/FA2674/FA2674@1.jpg,FA2674,FA2674,,BA6963,,
638,639,2022111686528785,https://image.obdesign.com.tw/catalog/products/AB17700/AB17700@1.jpg,AB17700,AB17700,,BA6428,,
639,640,2022111687487355,https://image.obdesign.com.tw/catalog/products/BA6987/BA6987@1.jpg,BA6987,AB16226,,BA6987,,
640,641,2022111691542577,https://image.obdesign.com.tw/catalog/products/AB17865/AB17865@1.jpg,AB17865,AB17865,,BA5244,,
