,款號,款號品類,款號_style1,款號_style2,圖片,搭配款,搭配款品類,搭配款_style1,搭配款_style2,搭配款主圖,平拍圖
2718,BA5385,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5385/BA5385@PIC-1.jpg,AB11480,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11480/AB11480@1.jpg,
2719,BA5388,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5388/BA5388@PIC-11.jpg,AB11717,未設定,甜美_浪漫,,https://image.obdesign.com.tw/catalog/products/AB11717/AB11717@1.jpg,
2720,BA5389,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5389/BA5389@PIC-9.jpg,AB11483,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB11483/AB11483@1.jpg,
2721,BA5395,褲子,休閒_個性,都會輕熟,https://image.obdesign.com.tw/catalog/products/BA5395/BA5395@PIC-6.jpg,AB11814,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB11814/AB11814@1.jpg,
2722,BA5395,褲子,休閒_個性,都會輕熟,https://image.obdesign.com.tw/catalog/products/BA5395/BA5395@PIC-8.jpg,AB11774,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB11774/AB11774@1.jpg,
2723,BA5406,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5406/BA5406@PIC-10.jpg,AB12108,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB12108/AB12108@1.jpg,
2724,BA5415,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5415/BA5415@PIC-6.jpg,EA2927,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/EA2927/EA2927@1.jpg,
2725,BA5416,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5416/BA5416@PIC-7.jpg,EA2920,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/EA2920/EA2920@1.jpg,
2726,BA5420,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5420/BA5420@PIC-16.jpg,AB11981,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11981/AB11981@1.jpg,
2727,BA5446,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5446/BA5446@PIC-6.jpg,AB12000,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12000/AB12000@1.jpg,
2728,BA5446,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5446/BA5446@PIC-1.jpg,AB11979,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB11979/AB11979@1.jpg,
2729,BA5450,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5450/BA5450@PIC-11.jpg,AB12317,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB12317/AB12317@1.jpg,
2730,BA5452,褲子,休閒_個性,簡約質感,https://image.obdesign.com.tw/catalog/products/BA5452/BA5452@PIC-15.jpg,EA2940,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/EA2940/EA2940@1.jpg,
2731,BA5454,褲子,休閒_個性,清新甜美,https://image.obdesign.com.tw/catalog/products/BA5454/BA5454@2.jpg,EA2944,未設定,甜美_浪漫,,https://image.obdesign.com.tw/catalog/products/EA2944/EA2944@1.jpg,
2732,BA5456,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5456/BA5456@PIC-6.jpg,AB12133,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB12133/AB12133@1.jpg,
2733,BA5456,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5456/BA5456@PIC-8.jpg,AB12178,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB12178/AB12178@1.jpg,
2734,BA5467,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5467/BA5467@PIC-14.jpg,GA515,未設定,,,https://image.obdesign.com.tw/catalog/products/GA515/GA515@1.jpg,
2735,BA5468,褲子,休閒_個性,態度個性,https://image.obdesign.com.tw/catalog/products/BA5468/BA5468@PIC-25.jpg,AB12017,未設定,甜美_浪漫,,https://image.obdesign.com.tw/catalog/products/AB12017/AB12017@1.jpg,
2736,BA5471,褲子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/BA5471/BA5471@PIC-12.jpg,AB12317,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12317/AB12317@1.jpg,
2737,BA5477,褲子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/BA5477/BA5477@PIC-8.jpg,AB12001,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB12001/AB12001@1.jpg,
2738,BA5478,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5478/BA5478@PIC-10.jpg,AB11819,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11819/AB11819@1.jpg,
2739,BA5482,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5482/BA5482@PIC-7.jpg,AB11957,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11957/AB11957@1.jpg,
2740,BA5483,褲子,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/BA5483/BA5483@PIC-6.jpg,AB12306,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12306/AB12306@1.jpg,
2741,BA5484,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5484/BA5484@PIC-9.jpg,AB11935,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11935/AB11935@1.jpg,
2742,BA5496,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5496/BA5496@PIC-7.jpg,AB12528,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12528/AB12528@1.jpg,
2743,BA5496,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5496/BA5496@PIC-18.jpg,AB12286,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12286/AB12286@1.jpg,
2744,BA5496,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5496/BA5496@PIC-14.jpg,AB12053,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12053/AB12053@1.jpg,
2745,BA5500,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5500/BA5500@PIC-10.jpg,AB12001,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12001/AB12001@1.jpg,
2746,BA5509,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5509/BA5509@PIC-10.jpg,AB11937,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11937/AB11937@1.jpg,
2747,BA5509,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5509/BA5509@T9-2.jpg,AB12205,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12205/AB12205@1.jpg,
2748,BA5510,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5510/BA5510@PIC-1.jpg,AB12308,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12308/AB12308@1.jpg,
2749,BA5510,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5510/BA5510@PIC-7.jpg,AB11909,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11909/AB11909@1.jpg,
2750,BA5515,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5515/BA5515@PIC-3.jpg,AB12299,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12299/AB12299@1.jpg,
2751,BA5517,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/BA5517/BA5517@PIC-5.jpg,AB10528,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10528/AB10528@1.jpg,
2752,BA5521,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5521/BA5521@PIC-11.jpg,AB12247,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12247/AB12247@1.jpg,
2753,BA5521,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5521/BA5521@PIC-8.jpg,AB11819,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11819/AB11819@1.jpg,
2754,BA5535,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5535/BA5535@PIC-11.jpg,GA509,未設定,,,https://image.obdesign.com.tw/catalog/products/GA509/GA509@1.jpg,
2755,BA5541,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5541/BA5541@PIC-5.jpg,AB12388,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12388/AB12388@1.jpg,
2756,BA5546,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5546/BA5546@PIC-6.jpg,AB12110,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12110/AB12110@1.jpg,
2757,BA5555,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5555/BA5555@PIC-4.jpg,AB12692,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12692/AB12692@1.jpg,
2758,BA5557,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/BA5557/BA5557@PIC-15.jpg,AB12280,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12280/AB12280@1.jpg,
2759,BA5560,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5560/BA5560@PIC-10.jpg,AB12112,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12112/AB12112@1.jpg,
2760,BA5560,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5560/BA5560@PIC-15.jpg,AB12320,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12320/AB12320@1.jpg,
2761,BA5566,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5566/BA5566@PIC-15.jpg,AB12688,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12688/AB12688@1.jpg,
2762,BA5579,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5579/BA5579@PIC-7.jpg,AB12454,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12454/AB12454@1.jpg,
2763,BA5593,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5593/BA5593@PIC-1.jpg,AB12279,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12279/AB12279@1.jpg,
2764,BA5618,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5618/BA5618@PIC-10.jpg,AB12409,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12409/AB12409@1.jpg,
2765,BA5624,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5624/BA5624@PIC-9.jpg,AB12767,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12767/AB12767@1.jpg,
2766,BA5654,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5654/BA5654@PIC-14.jpg,AB12831,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12831/AB12831@1.jpg,
2767,BA5660,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5660/BA5660@PIC-8.jpg,AB12710,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12710/AB12710@1.jpg,
2768,BA5683,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5683/BA5683@PIC-10.jpg,AB12890,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12890/AB12890@1.jpg,
2769,BA5684,褲子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/BA5684/BA5684@PIC-22.jpg,AB12864,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12864/AB12864@1.jpg,
2770,BA5684,褲子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/BA5684/BA5684@PIC-19.jpg,AB12742,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12742/AB12742@1.jpg,
2771,BA5685,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5685/BA5685@PIC-11.jpg,AB12819,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12819/AB12819@1.jpg,
2772,BA5689,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5689/BA5689@PIC-7.jpg,EA2969,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2969/EA2969@1.jpg,
2773,BA5705,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5705/BA5705@PIC-3.jpg,AB13164,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13164/AB13164@1.jpg,
2774,BA5718,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5718/BA5718@PIC-1.jpg,AB13082,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13082/AB13082@1.jpg,
2775,BA5720,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5720/BA5720@PIC-19.jpg,AB12473,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12473/AB12473@1.jpg,
2776,BA5720,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5720/BA5720@PIC-8.jpg,AB13038,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13038/AB13038@1.jpg,
2777,BA5729,褲子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/BA5729/BA5729@PIC-5.jpg,AB13361,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13361/AB13361@1.jpg,
2778,BA5729,褲子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/BA5729/BA5729@PIC-1.jpg,AB13344,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13344/AB13344@1.jpg,
2779,BA5733,褲子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/BA5733/BA5733@PIC-14.jpg,AB12806,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12806/AB12806@1.jpg,
2780,BA5791,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5791/BA5791@PIC-12.jpg,EA2795,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2795/EA2795@1.jpg,
2781,BA5796,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5796/BA5796@PIC-11.jpg,EA2958,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2958/EA2958@1.jpg,
2782,BA5802,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5802/BA5802@PIC-10.jpg,AB13503,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13503/AB13503@1.jpg,
2783,BA5805,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5805/BA5805@PIC-8.jpg,AB13260,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13260/AB13260@1.jpg,
2784,BA5830,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5830/BA5830@PIC-11.jpg,EA2782,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2782/EA2782@1.jpg,
2785,BA5831,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5831/BA5831@PIC-11.jpg,AB13532,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13532/AB13532@1.jpg,
2786,BA5845,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5845/BA5845@1.jpg,AB13765,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13765/AB13765@1.jpg,
2787,BA5857,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5857/BA5857@PIC-11.jpg,AB13686,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13686/AB13686@1.jpg,
2788,BA5869,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/BA5869/BA5869@PIC-20.jpg,EA3031,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3031/EA3031@1.jpg,
2789,BA5873,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5873/BA5873@PIC-29.jpg,AB13621,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13621/AB13621@1.jpg,
2790,BA5873,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5873/BA5873@PIC-46.jpg,AB9623,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9623/AB9623@1.jpg,
2791,BA5881,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5881/BA5881@PIC-14.jpg,AB13558,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13558/AB13558@1.jpg,
2792,BA5892,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5892/BA5892@PIC-3.jpg,AB11676,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11676/AB11676@1.jpg,
2793,BA5892,褲子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/BA5892/BA5892@PIC-4.jpg,AB13653,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13653/AB13653@1.jpg,
2794,BA5896,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5896/BA5896@PIC-7.jpg,AB13771,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13771/AB13771@1.jpg,
2795,BA5899,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5899/BA5899@PIC-8.jpg,EA3040,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3040/EA3040@1.jpg,
2796,BA5899,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5899/BA5899@PIC-1.jpg,AB9129,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9129/AB9129@1.jpg,
2797,BA5902,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5902/BA5902@PIC-6.jpg,AB13771,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13771/AB13771@1.jpg,
2798,BA5902,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5902/BA5902@PIC-8.jpg,EA3062,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3062/EA3062@1.jpg,
2799,BA5902,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5902/BA5902@T9-1.jpg,EA3071,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3071/EA3071@1.jpg,
2800,BA5904,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5904/BA5904@PIC-9.jpg,AB14046,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14046/AB14046@1.jpg,
2801,BA5920,褲子,甜美_浪漫,,https://image.obdesign.com.tw/catalog/products/BA5920/BA5920@IMG12-97EC66F053.jpg,AB13893,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13893/AB13893@1.jpg,
2802,BA5920,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5920/BA5920@PIC-17.jpg,AB13898,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13898/AB13898@1.jpg,
2803,BA5946,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5946/BA5946@PIC-4.jpg,AB14049,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14049/AB14049@1.jpg,
2804,BA5946,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5946/BA5946@PIC-10.jpg,AB13884,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13884/AB13884@1.jpg,
2805,BA5960,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5960/BA5960@PIC-9.jpg,AB14163,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14163 /AB14163 @1.jpg,
2806,BA5960,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5960/BA5960@PIC-15.jpg,AB14046,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14046/AB14046@1.jpg,
2807,BA5987,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5987/BA5987@PIC-10.jpg,AB14238,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14238/AB14238@1.jpg,https://image.obdesign.com.tw/catalog/products/AB14238/AB14238@CB-T4-C4E5A4DF73B483D83FA0.png
2808,BA5992,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5992/BA5992@PIC-4.jpg,AB14079,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14079/AB14079@1.jpg,
2809,BA5993,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5993/BA5993@PIC-12.jpg,AB13811,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13811/AB13811@1.jpg,
2810,BA5994,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5994/BA5994@PIC-2.jpg,AB14100,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14100/AB14100@1.jpg,
2811,BA6015,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6015/BA6015@PIC-8.jpg,AB14058,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14058/AB14058@1.jpg,
2812,BA6017,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA6017/BA6017@PIC-11.jpg,AB14164,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14164/AB14164@1.jpg,
2813,BA6017,褲子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/BA6017/BA6017@PIC-13.jpg,AB14050,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14050/AB14050@1.jpg,
2814,BA6020,褲子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/BA6020/BA6020@PIC-10.jpg,AB13536,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13536/AB13536@1.jpg,
2815,BA6039,褲子,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/BA6039/BA6039@PIC-15.jpg,AB14488,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14488/AB14488@1.jpg,
2816,BA6041,褲子,甜美_浪漫,,https://image.obdesign.com.tw/catalog/products/BA6041/BA6041@PIC-10.jpg,AB14411,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14411/AB14411@1.jpg,
2817,BA6041,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6041/BA6041@PIC-7.jpg,AB14343,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14343/AB14343@1.jpg,
2818,BA6041,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6041/BA6041@PIC-2.jpg,AB14179,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14179/AB14179@1.jpg,
2819,BA6060,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6060/BA6060@PIC-10.jpg,AB14335,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14335/AB14335@1.jpg,
2820,BA6133,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6133/BA6133@PIC-21.jpg,AB14532,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14532/AB14532@1.jpg,https://image.obdesign.com.tw/catalog/products/AB14532/AB14532@CB-T4-5B1C6B372E14366A27F1.png
2821,BA6133,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6133/BA6133@PIC-10.jpg,AB14870,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14870/AB14870@1.jpg,
2822,BA6137,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6137/BA6137@PIC-40.jpg,AB14506,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14506/AB14506@1.jpg,
2823,BA6191,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6191/BA6191@PIC-24.gif,AB13520,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13520/AB13520@1.jpg,
2824,BA6192,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6192/BA6192@PIC-21.jpg,EA2923,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2923/EA2923@1.jpg,
2825,BA6428,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6428/BA6428@PIC-6.jpg,DA8965,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8965/DA8965@1.jpg,
2826,BA6468,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6468/BA6468@PIC-20.jpg,AB14349,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14349/AB14349@1.jpg,
2827,BA6620,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA6620/BA6620@PIC-4.jpg,DA9139,未設定,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/DA9139/DA9139@1.jpg,https://image.obdesign.com.tw/catalog/products/DA9139/DA9139@CB-T4-3EFD64CC075477CB4B74.png
2828,BA4674,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4674/BA4674@PIC-8.gif,EA2599,外套,,,https://image.obdesign.com.tw/catalog/products/EA2599/EA2599@1.jpg,
2829,BA4688,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4688/BA4688@PIC-4.jpg,EA2637,外套,,,https://image.obdesign.com.tw/catalog/products/EA2637/EA2637@1.jpg,
2830,BA5468,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/BA5468/BA5468@PIC-16.jpg,EA2911,外套,,,https://image.obdesign.com.tw/catalog/products/EA2911/EA2911@1.jpg,
2831,BA5498,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5498/BA5498@PIC-3.jpg,EA2947,外套,,,https://image.obdesign.com.tw/catalog/products/EA2947/EA2947@1.jpg,https://image.obdesign.com.tw/catalog/products/EA2947/EA2947@CB-T4-8A3B563C0F54466AFE4E.png
2832,BA5511,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA5511/BA5511@PIC-10.jpg,EA0852,外套,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/EA0852 /EA0852 @1.jpg,
2833,BA5694,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5694/BA5694@PIC-5.jpg,EA2712,外套,,,https://image.obdesign.com.tw/catalog/products/EA2712/EA2712@1.jpg,
2834,BA5721,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5721/BA5721@PIC-5.jpg,EA2910,外套,,,https://image.obdesign.com.tw/catalog/products/EA2910/EA2910@1.jpg,
2835,BA5774,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5774/BA5774@PIC-19.jpg,EA2978,外套,,,https://image.obdesign.com.tw/catalog/products/EA2978/EA2978@1.jpg,
2836,BA5783,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5783/BA5783@PIC-7.jpg,EA2950,外套,,,https://image.obdesign.com.tw/catalog/products/EA2950/EA2950@1.jpg,
2837,BA5868,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5868/BA5868@PIC-6.jpg,EA1947,外套,,,https://image.obdesign.com.tw/catalog/products/EA1947/EA1947@1.jpg,
2838,BA5868,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5868/BA5868@PIC-8.jpg,EA3027,外套,,,https://image.obdesign.com.tw/catalog/products/EA3027/EA3027@1.jpg,
2839,BA5873,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5873/BA5873@PIC-17.jpg,EA3035,外套,,,https://image.obdesign.com.tw/catalog/products/EA3035/EA3035@1.jpg,
2840,BA5898,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5898/BA5898@PIC-1.jpg,EA3027,外套,,,https://image.obdesign.com.tw/catalog/products/EA3027/EA3027@1.jpg,
2841,BA5905,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5905/BA5905@PIC-4.jpg,EA3066,外套,,,https://image.obdesign.com.tw/catalog/products/EA3066/EA3066@1.jpg,
2842,BA5913,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA5913/BA5913@PIC-24.jpg,EA2799,外套,,,https://image.obdesign.com.tw/catalog/products/EA2799/EA2799@1.jpg,
2843,BA5947,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5947/BA5947@PIC-4.jpg,EA3061,外套,,,https://image.obdesign.com.tw/catalog/products/EA3061/EA3061@1.jpg,
2844,BA5960,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5960/BA5960@PIC-18.jpg,EA3049,外套,,,https://image.obdesign.com.tw/catalog/products/EA3049/EA3049@1.jpg,
2845,BA6020,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6020/BA6020@PIC-5.jpg,EA3034,外套,,,https://image.obdesign.com.tw/catalog/products/EA3034/EA3034@1.jpg,
2846,BA6035,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6035/BA6035@PIC-8.jpg,EA2808,外套,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/EA2808/EA2808@1.jpg,
