,款號,款號品類,款號_style1,款號_style2,圖片,搭配款,搭配款品類,搭配款_style1,搭配款_style2,搭配款主圖,平拍圖
3133,AB14337,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14337/AB14337@1.jpg,BA3684,褲子,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/BA3684/BA3684@1.jpg,
3134,AB14346,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14346/AB14346@1.jpg,BA4566,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4566/BA4566@1.jpg,
3135,AB14352,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14352/AB14352@1.jpg,BA4886,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@CB-T4-96C29A622524188BDA6A.png
3136,AB14370,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14370/AB14370@1.jpg,BA4566,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4566/BA4566@1.jpg,
3137,AB14379,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14379/AB14379@1.jpg,BA5769,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5769/BA5769@1.jpg,
3138,AB14381,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14381/AB14381@1.jpg,BA5172,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5172/BA5172@1.jpg,
3139,AB14382,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14382/AB14382@1.jpg,BA4562,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4562/BA4562@1.jpg,
3140,AB14387,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14387/AB14387@1.jpg,BA5258,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5258/BA5258@1.jpg,
3141,AB14390,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14390/AB14390@1.jpg,BA4886,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@CB-T4-96C29A622524188BDA6A.png
3142,AB14390,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14390/AB14390@1.jpg,BA5942,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5942/BA5942@1.jpg,
3143,AB14392,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14392/AB14392@1.jpg,BA3684,褲子,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/BA3684/BA3684@1.jpg,
3144,AB14392,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14392/AB14392@1.jpg,BA6040,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6040/BA6040@1.jpg,
3145,AB14394,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14394/AB14394@1.jpg,BA5658,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5658/BA5658@1.jpg,
3146,AB14395,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14395/AB14395@1.jpg,BA5529,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5529/BA5529@1.jpg,https://image.obdesign.com.tw/catalog/products/BA5529/BA5529@CB-T4-AB7C94478AE4B8881314.png
3147,AB14403,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14403/AB14403@1.jpg,BA5529,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5529/BA5529@1.jpg,https://image.obdesign.com.tw/catalog/products/BA5529/BA5529@CB-T4-AB7C94478AE4B8881314.png
3148,AB14405,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14405/AB14405@1.jpg,BA5925,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5925/BA5925@1.jpg,
3149,AB14407,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14407/AB14407@1.jpg,BA5258,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5258/BA5258@1.jpg,
3150,AB14408,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14408/AB14408@1.jpg,BA5247,褲子,率性休閒,大氣優雅,https://image.obdesign.com.tw/catalog/products/BA5247/BA5247@1.jpg,
3151,AB14417,上衣,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/AB14417/AB14417@1.jpg,BA5247,褲子,率性休閒,大氣優雅,https://image.obdesign.com.tw/catalog/products/BA5247/BA5247@1.jpg,
3152,AB14418,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14418/AB14418@1.jpg,BA6019,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6019/BA6019@1.jpg,
3153,AB14440,上衣,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/AB14440/AB14440@1.jpg,BA6037,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA6037/BA6037@1.jpg,
3154,AB14456,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14456/AB14456@1.jpg,BA5399,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5399/BA5399@1.jpg,
3155,AB14456,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14456/AB14456@1.jpg,BA5831,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5831/BA5831@1.jpg,
3156,AB14473,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14473/AB14473@1.jpg,BA5989,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5989/BA5989@1.jpg,
3157,AB14476,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14476/AB14476@1.jpg,BA6017,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6017/BA6017@1.jpg,
3158,AB14477,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14477/AB14477@1.jpg,BA5529,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5529/BA5529@1.jpg,https://image.obdesign.com.tw/catalog/products/BA5529/BA5529@CB-T4-AB7C94478AE4B8881314.png
3159,AB14480,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14480/AB14480@1.jpg,BA6017,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6017/BA6017@1.jpg,
3160,AB14485,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14485/AB14485@1.jpg,BA4886,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@CB-T4-96C29A622524188BDA6A.png
3161,AB14492,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14492/AB14492@1.jpg,BA5258,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5258/BA5258@1.jpg,
3162,AB14507,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14507/AB14507@1.jpg,BA5258,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5258/BA5258@1.jpg,
3163,AB14507,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14507/AB14507@1.jpg,BA6019,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6019/BA6019@1.jpg,
3164,AB14511,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14511/AB14511@1.jpg,BA5989,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5989/BA5989@1.jpg,
3165,AB14513,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14513/AB14513@1.jpg,BA6050,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA6050/BA6050@1.jpg,
3166,AB14515,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14515/AB14515@1.jpg,BA5989,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5989/BA5989@1.jpg,
3167,AB14516,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14516/AB14516@1.jpg,BA4886,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@CB-T4-96C29A622524188BDA6A.png
3168,AB14517,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14517/AB14517@1.jpg,BA6017,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6017/BA6017@1.jpg,
3169,AB14520,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14520/AB14520@1.jpg,BA5942,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5942/BA5942@1.jpg,
3170,AB14530,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14530/AB14530@1.jpg,BA5571,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA5571/BA5571@1.jpg,https://image.obdesign.com.tw/catalog/products/BA5571/BA5571@CB-T4-38B30996F9B4EAC8F9C8.png
3171,AB14535,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14535/AB14535@1.jpg,BA4886,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@CB-T4-96C29A622524188BDA6A.png
3172,AB14537,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14537/AB14537@1.jpg,BA5942,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5942/BA5942@1.jpg,
3173,AB14554,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14554/AB14554@1.jpg,BA5936,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5936/BA5936@1.jpg,
3174,AB14574,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14574/AB14574@1.jpg,BA6017,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6017/BA6017@1.jpg,
3175,AB14576,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14576/AB14576@1.jpg,BA6017,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6017/BA6017@1.jpg,
3176,AB14578,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14578/AB14578@1.jpg,BA6053,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6053/BA6053@1.jpg,
3177,AB14582,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14582/AB14582@1.jpg,BA5877,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5877/BA5877@1.jpg,
3178,AB14585,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14585/AB14585@1.jpg,BA4887,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@CB-T4-C49B9FB332142D988CC8.png
3179,AB14585,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14585/AB14585@1.jpg,BA6135,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6135/BA6135@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6135/BA6135@CB-T4-852DEB4428E4898ACE34.png
3180,AB14588,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14588/AB14588@1.jpg,BA6019,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6019/BA6019@1.jpg,
3181,AB14589,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB14589/AB14589@1.jpg,BA5258,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5258/BA5258@1.jpg,
3182,AB14600,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14600/AB14600@1.jpg,BA5258,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5258/BA5258@1.jpg,
3183,AB14602,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14602/AB14602@1.jpg,BA4931,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4931/BA4931@1.jpg,
3184,AB14609,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14609/AB14609@1.jpg,BA4886,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@CB-T4-96C29A622524188BDA6A.png
3185,AB14616,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14616/AB14616@1.jpg,BA6053,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6053/BA6053@1.jpg,
3186,AB14623,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14623/AB14623@1.jpg,BA5920,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5920/BA5920@1.jpg,
3187,AB14635,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14635/AB14635@1.jpg,BA6122,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6122/BA6122@1.jpg,
3188,AB14640,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14640/AB14640@1.jpg,BA6053,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6053/BA6053@1.jpg,
3189,AB14659,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB14659/AB14659@1.jpg,BA5213,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA5213/BA5213@1.jpg,https://image.obdesign.com.tw/catalog/products/BA5213/BA5213@CB-T4-6E02F9D5A8C4302AFE37.png
3190,AB14660,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14660/AB14660@1.jpg,BA4886,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@CB-T4-96C29A622524188BDA6A.png
3191,AB14671,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14671/AB14671@1.jpg,BA5920,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5920/BA5920@1.jpg,
3192,AB14672,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14672/AB14672@1.jpg,BA4887,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@CB-T4-C49B9FB332142D988CC8.png
3193,AB14709,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14709/AB14709@1.jpg,BA4931,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4931/BA4931@1.jpg,
3194,AB14710,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14710/AB14710@1.jpg,BA4689,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4689/BA4689@1.jpg,
3195,AB14710,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14710/AB14710@1.jpg,BA6332,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6332/BA6332@1.jpg,
3196,AB14720,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14720/AB14720@1.jpg,BA5920,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5920/BA5920@1.jpg,
3197,AB14722,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14722/AB14722@1.jpg,BA4930,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4930/BA4930@1.jpg,
3198,AB14734,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14734/AB14734@1.jpg,BA6163,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6163/BA6163@1.jpg,
3199,AB14734,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14734/AB14734@1.jpg,BA6236,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6236/BA6236@1.jpg,
3200,AB14737,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14737/AB14737@1.jpg,BA6398,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6398/BA6398@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6398/BA6398@CB-T4-320883F9959472A970D1.png
3201,AB14744,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14744/AB14744@1.jpg,BA4887,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@CB-T4-C49B9FB332142D988CC8.png
3202,AB14762,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14762/AB14762@1.jpg,BA6139,褲子,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/BA6139/BA6139@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6139/BA6139@CB-T4-208061ADDB34E6EB15A5.png
3203,AB14762,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14762/AB14762@1.jpg,BA6190,褲子,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/BA6190/BA6190@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6190/BA6190@CB-T4-29CD5BA51334F7590CBD.png
3204,AB14766,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14766/AB14766@1.jpg,BA6135,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6135/BA6135@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6135/BA6135@CB-T4-852DEB4428E4898ACE34.png
3205,AB14772,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14772/AB14772@1.jpg,BA5877,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5877/BA5877@1.jpg,
3206,AB14785,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14785/AB14785@1.jpg,BA6101,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6101/BA6101@1.jpg,
3207,AB14786,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14786/AB14786@1.jpg,BA4931,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4931/BA4931@1.jpg,
3208,AB14792,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14792/AB14792@1.jpg,BA4887,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@CB-T4-C49B9FB332142D988CC8.png
3209,AB14795,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14795/AB14795@1.jpg,BA6173,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6173/BA6173@1.jpg,
3210,AB14804,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14804/AB14804@1.jpg,BA4931,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4931/BA4931@1.jpg,
3211,AB14806,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14806/AB14806@1.jpg,BA6152,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6152/BA6152@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6152/BA6152@CB-T4-105F996AA3844659FD23.png
3212,AB14809,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14809/AB14809@1.jpg,BA6129,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6129/BA6129@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6129/BA6129@CB-T4-3E1ADE1A20D4521B3203.png
3213,AB14810,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14810/AB14810@1.jpg,BA6163,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6163/BA6163@1.jpg,
3214,AB14815,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14815/AB14815@1.jpg,BA5711,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5711/BA5711@1.jpg,
3215,AB14818,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14818/AB14818@1.jpg,BA4931,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4931/BA4931@1.jpg,
3216,AB14827,上衣,清新甜美,慵懶度假,https://image.obdesign.com.tw/catalog/products/AB14827/AB14827@1.jpg,BA5258,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5258/BA5258@1.jpg,
3217,AB14829,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14829/AB14829@1.jpg,BA6177,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6177/BA6177@1.jpg,
3218,AB14834,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14834/AB14834@1.jpg,BA5917,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5917/BA5917@1.jpg,
3219,AB14834,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14834/AB14834@1.jpg,BA6107,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6107/BA6107@1.jpg,
3220,AB14839,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14839/AB14839@1.jpg,BA4931,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4931/BA4931@1.jpg,
3221,AB14846,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14846/AB14846@1.jpg,BA6230,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6230/BA6230@1.jpg,
3222,AB14847,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14847/AB14847@1.jpg,BA4932,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4932/BA4932@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4932/BA4932@CB-T4-BBB5307D54343AC9F91C.png
3223,AB14850,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14850/AB14850@1.jpg,BA4887,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@CB-T4-C49B9FB332142D988CC8.png
3224,AB14850,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14850/AB14850@1.jpg,BA4931,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4931/BA4931@1.jpg,
3225,AB14851,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14851/AB14851@1.jpg,BA5711,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5711/BA5711@1.jpg,
3226,AB14852,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14852/AB14852@1.jpg,BA6124,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6124/BA6124@1.jpg,
3227,AB14859,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14859/AB14859@1.jpg,BA5711,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5711/BA5711@1.jpg,
3228,AB14866,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14866/AB14866@1.jpg,BA6672,褲子,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/BA6672/BA6672@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6672/BA6672@CB-T4-3367C1D445B4C91B68C5.png
3229,AB14867,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14867/AB14867@1.jpg,BA4887,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@CB-T4-C49B9FB332142D988CC8.png
3230,AB14875,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14875/AB14875@1.jpg,BA5877,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5877/BA5877@1.jpg,
3231,AB14875,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14875/AB14875@1.jpg,BA5920,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5920/BA5920@1.jpg,
3232,AB14888,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14888/AB14888@1.jpg,BA6159,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6159/BA6159@1.jpg,
3233,AB14891,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14891/AB14891@1.jpg,BA6124,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6124/BA6124@1.jpg,
3234,AB14902,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14902/AB14902@1.jpg,BA6047,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6047/BA6047@1.jpg,
3235,AB14904,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14904/AB14904@1.jpg,BA5920,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5920/BA5920@1.jpg,
3236,AB14904,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14904/AB14904@1.jpg,BA6136,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6136/BA6136@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6136/BA6136@CB-T4-C05A7A022B04D94910C6.png
3237,AB14905,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14905/AB14905@1.jpg,BA6136,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6136/BA6136@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6136/BA6136@CB-T4-C05A7A022B04D94910C6.png
3238,AB14917,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14917/AB14917@1.jpg,BA4932,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4932/BA4932@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4932/BA4932@CB-T4-BBB5307D54343AC9F91C.png
3239,AB14921,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14921/AB14921@1.jpg,BA6139,褲子,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/BA6139/BA6139@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6139/BA6139@CB-T4-208061ADDB34E6EB15A5.png
3240,AB14925,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14925/AB14925@1.jpg,BA4932,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4932/BA4932@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4932/BA4932@CB-T4-BBB5307D54343AC9F91C.png
3241,AB14933,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14933/AB14933@1.jpg,BA5877,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5877/BA5877@1.jpg,
3242,AB14935,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14935/AB14935@1.jpg,BA6179,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6179/BA6179@1.jpg,
3243,AB14940,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14940/AB14940@1.jpg,BA4689,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4689/BA4689@1.jpg,
3244,AB14940,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14940/AB14940@1.jpg,BA4931,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4931/BA4931@1.jpg,
3245,AB14952,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14952/AB14952@1.jpg,BA4932,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4932/BA4932@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4932/BA4932@CB-T4-BBB5307D54343AC9F91C.png
3246,AB14963,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14963/AB14963@1.jpg,BA6425,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6425/BA6425@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6425/BA6425@CB-T4-4A241FD9ED649E196196.png
3247,AB14967,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14967/AB14967@1.jpg,BA6203,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6203/BA6203@1.jpg,
3248,AB14977,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14977/AB14977@1.jpg,BA5467,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5467/BA5467@1.jpg,https://image.obdesign.com.tw/catalog/products/BA5467/BA5467@CB-T4-2BD7CDAD354497988416.png
3249,AB14981,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14981/AB14981@1.jpg,BA4689,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4689/BA4689@1.jpg,
3250,AB14982,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14982/AB14982@1.jpg,BA6124,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6124/BA6124@1.jpg,
3251,AB14999,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14999/AB14999@1.jpg,BA4931,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4931/BA4931@1.jpg,
3252,AB14999,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14999/AB14999@1.jpg,BA4931,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4931/BA4931@1.jpg,
3253,AB15012,上衣,,,https://image.obdesign.com.tw/catalog/products/AB15012/AB15012@1.jpg,BA6124,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6124/BA6124@1.jpg,
